id,type_real_estate,unitnumber,ward,area,region,address,property_status,price_m2,direction,balconydirection,property_legal_document,size,block,price,floornumber,apartment_type,furnishing_sell,apartment_feature,rooms,toilets,floors,house_type,living_size,width,length,land_type,property_road_condition,land_feature,property_back_condition
88388008,Căn hộ/Chung cư,,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đã bàn giao,"30,67 triệu/m²",,,Đang chờ sổ,75 m²,,2300000000.0,,Chung cư,Hoàn thiện cơ bản,Căn góc,2 phòng,2 phòng,,,,,,,,,
81110105,Căn hộ/Chung cư,,,,,"Đường Nguyễn Xiển, ",Đã bàn giao,"42,33 triệu/m²",,,Đang chờ sổ,30 m²,,1270000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88577722,Căn hộ/Chung cư,1.06,Phường 14,Quận Gò Vấp,Tp Hồ Chí Minh,"Lô C3 -1.06, Đường 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đã bàn giao,"32,11 triệu/m²",,,Đã có sổ,71 m²,Lô C3,2280000000.0,1,Chung cư,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
88707315,Căn hộ/Chung cư,,Phường Thới An,Quận 12,Tp Hồ Chí Minh,"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",Đã bàn giao,"21,33 triệu/m²",Tây,Đông,Đang chờ sổ,75 m²,A,1600000000.0,8,Chung cư,Nội thất cao cấp,,2 phòng,2 phòng,,,,,,,,,
88709331,Căn hộ/Chung cư,CH0808,Phường 12,Quận 6,Tp Hồ Chí Minh,"336/20 Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh, Phường 12, Quận 6, Tp Hồ Chí Minh",Đã bàn giao,"53,33 triệu/m²",Bắc,Nam,Đang chờ sổ,60 m²,1,3200000000.0,8,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88394013,Căn hộ/Chung cư,,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Đã bàn giao,"47,44 triệu/m²",,,Đang chờ sổ,39 m²,B,1850000000.0,,Chung cư,,,1 phòng,1 phòng,,,,,,,,,
88562038,Căn hộ/Chung cư,,Phường Thảo Điền,Quận 2,Tp Hồ Chí Minh,"Đường 66, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",Đã bàn giao,"44,14 triệu/m²",Tây Nam,Đông Bắc,,111 m²,,4900000000.0,,Chung cư,,,3 phòng,3 phòng,,,,,,,,,
88797628,Căn hộ/Chung cư,,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Chưa bàn giao,"19,79 triệu/m²",,,Đã có sổ,48 m²,,950000000.0,,Chung cư,Nội thất đầy đủ,,1 phòng,,,,,,,,,,
55008386,Căn hộ/Chung cư,,Phường An Lạc,,,"Đường Võ Văn Kiệt, Phường An Lạc, ",Chưa bàn giao,"38,93 triệu/m²",,,Đang chờ sổ,56 m²,,2180000000.0,,1,,,2 phòng,1 phòng,,,,,,,,,
86755370,Căn hộ/Chung cư,,Phường Thới An,,Tp Hồ Chí Minh,"10, Đường Lê Thị Riêng, Phường Thới An, Tp Hồ Chí Minh",Đã bàn giao,"33,39 triệu/m²",3,Tây,Đang chờ sổ,56 m²,1,1870000000.0,10,1,,Căn góc,2 phòng,1 phòng,,,,,,,,,
88970414,Căn hộ/Chung cư,,Phường An Phú,Quận 2,Tp Hồ Chí Minh,"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",Chưa bàn giao,52 triệu/m²,,,,75 m²,,3900000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88845144,Căn hộ/Chung cư,165,,,,"Lô A1, Lô A1 Khu đô thị Him Lam, ",Đã bàn giao,"42,95 triệu/m²",Nam,Bắc,1,78 m²,D,3350000000.0,12,1,Nội thất cao cấp,Căn góc,2 phòng,2 phòng,,,,,,,,,
78508337,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Đã bàn giao,"35,8 triệu/m²",,,Đang chờ sổ,81 m²,,2900000000.0,,Chung cư,,,3 phòng,2 phòng,,,,,,,,,
88867387,Căn hộ/Chung cư,,Phường 12,Quận 6,Tp Hồ Chí Minh,"336/20 Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh, Phường 12, Quận 6, Tp Hồ Chí Minh",Đã bàn giao,"43,33 triệu/m²",,,Đang chờ sổ,90.55 m²,,3900000000.0,5,1,Hoàn thiện cơ bản,1,3 phòng,2 phòng,,,,,,,,,
88266179,Căn hộ/Chung cư,,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Đã bàn giao,"25,68 triệu/m²",,,Đang chờ sổ,74 m²,,1900000000.0,,Chung cư,Hoàn thiện cơ bản,Căn góc,2 phòng,2 phòng,,,,,,,,,
79907244,Căn hộ/Chung cư,,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Đã bàn giao,"32,31 triệu/m²",,,,65 m²,,2100000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88685010,Căn hộ/Chung cư,,Phường 6,Quận 8,Tp Hồ Chí Minh,"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",Đã bàn giao,"40,83 triệu/m²",,,1,60.68 m²,,2450000000.0,,1,Nội thất cao cấp,,2 phòng,2 phòng,,,,,,,,,
88495036,Căn hộ/Chung cư,,Phường Tân Thới Hòa,Quận Tân Phú,Tp Hồ Chí Minh,"111B, 111B Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Đã bàn giao,"28,33 triệu/m²",,,Đã có sổ,90 m²,,2550000000.0,,Chung cư,,,3 phòng,2 phòng,,,,,,,,,
88900059,Căn hộ/Chung cư,,,Quận 2,,"Đường Nguyễn Thị Định, Quận 2, ",Chưa bàn giao,"53,82 triệu/m²",Đông Nam,,Đang chờ sổ,68 m²,A,3660000000.0,11,1,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
74184136,Căn hộ/Chung cư,,Xã An Phú Tây,Huyện Bình Chánh,Tp Hồ Chí Minh,"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Đã bàn giao,"18,18 triệu/m²",7,6,,55 m²,,1000000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
71326862,Căn hộ/Chung cư,,Phường Tân Thới Hòa,Quận Tân Phú,Tp Hồ Chí Minh,"Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Đã bàn giao,"30,95 triệu/m²",,,Đã có sổ,63 m²,,1950000000.0,,Chung cư,,Căn góc,2 phòng,2 phòng,,,,,,,,,
88614212,Căn hộ/Chung cư,3.5,Phường Phước Bình,Quận 9,Tp Hồ Chí Minh,"Lầu  3, Đường 6D, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh",Đã bàn giao,"28,17 triệu/m²",Nam,Đông Bắc,Đã có sổ,60 m²,,1690000000.0,3,Chung cư,,,2 phòng,1 phòng,,,,,,,,,
88874249,Căn hộ/Chung cư,,,Quận Thủ Đức,Tp Hồ Chí Minh,"Đường 4, Quận Thủ Đức, Tp Hồ Chí Minh",Đã bàn giao,"27,9 triệu/m²",Đông Bắc,Tây Nam,1,100 m²,,2790000000.0,,1,Hoàn thiện cơ bản,Căn góc,3 phòng,2 phòng,,,,,,,,,
88944818,Căn hộ/Chung cư,,Phường Thạnh Lộc,Quận 12,Tp Hồ Chí Minh,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Chưa bàn giao,"39,19 triệu/m²",Bắc,Nam,Đang chờ sổ,62 m²,,2430000000.0,,Chung cư,,,2 phòng,1 phòng,,,,,,,,,
88616634,Căn hộ/Chung cư,,Phường 16,Quận 8,Tp Hồ Chí Minh,"Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",Chưa bàn giao,"25,96 triệu/m²",3,,3,52 m²,,1350000000.0,,1,Hoàn thiện cơ bản,,1 phòng,1 phòng,,,,,,,,,
86531048,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Đã bàn giao,"42,33 triệu/m²",,,Đang chờ sổ,30 m²,,1270000000.0,,Chung cư,,,1 phòng,1 phòng,,,,,,,,,
85399913,Căn hộ/Chung cư,,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Đã bàn giao,"33,85 triệu/m²",,,,65 m²,,2200000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88648245,Căn hộ/Chung cư,189,Phường Tân Kiểng,,,"Đường Bế Văn Cấm, Phường Tân Kiểng, ",Chưa bàn giao,"27,5 triệu/m²",Tây Bắc,Đông Nam,Đang chờ sổ,80 m²,B,2200000000.0,5,Duplex,Nội thất cao cấp,Căn góc,2 phòng,1 phòng,,,,,,,,,
88614770,Căn hộ/Chung cư,,Phường 6,Quận 8,Tp Hồ Chí Minh,"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",Đã bàn giao,"36,76 triệu/m²",,,Đang chờ sổ,68 m²,,2500000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88654407,Căn hộ/Chung cư,,Phường 26,Quận Bình Thạnh,Tp Hồ Chí Minh,"79-81, 79-81 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",Đã bàn giao,"42,03 triệu/m²",,,Đang chờ sổ,69 m²,A,2900000000.0,10,Chung cư,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
83822792,Căn hộ/Chung cư,,Phường Tân Thới Hòa,Quận Tân Phú,Tp Hồ Chí Minh,"47, 47 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,"36,92 triệu/m²",,,Đang chờ sổ,65 m²,,2400000000.0,,Chung cư,,,2 phòng,1 phòng,,,,,,,,,
88889110,Căn hộ/Chung cư,,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,"nguyễn văn lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Đã bàn giao,25 triệu/m²,Đông Bắc,Tây Nam,Đã có sổ,96 m²,B,2400000000.0,18,Chung cư,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
88332811,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Tp Hồ Chí Minh",Đã bàn giao,"35,17 triệu/m²",Đông Nam,Tây Bắc,Đang chờ sổ,81 m²,,2849000000.0,,1,Hoàn thiện cơ bản,Căn góc,3 phòng,2 phòng,,,,,,,,,
88220857,Căn hộ/Chung cư,,,,,"Số 504, Số 504 đường Nguyễn Tất Thành, ",Đã bàn giao,"43,75 triệu/m²",Tây Bắc,Đông Nam,1,80 m²,,3500000000.0,,1,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
58264730,Căn hộ/Chung cư,,,Quận 8,,"Đường Trương Đình Hội, Quận 8, ",Chưa bàn giao,"24,04 triệu/m²",Nam,,,52 m²,,1250000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88970124,Căn hộ/Chung cư,,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Chưa bàn giao,"51,88 triệu/m²",8,Đông Bắc,Giấy tờ khác,96 m²,,4980000000.0,,1,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88037952,Căn hộ/Chung cư,C6-02,Phường 17,Quận Bình Thạnh,Tp Hồ Chí Minh,"2 - 10, Đường Trường Sa, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",Đã bàn giao,"63,33 triệu/m²",,,Đã có sổ,60.3 m²,B2,3800000000.0,2,Chung cư,,Căn góc,2 phòng,2 phòng,,,,,,,,,
88970101,Căn hộ/Chung cư,,Xã Bình Hưng,,Tp Hồ Chí Minh,"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Tp Hồ Chí Minh",Đã bàn giao,"44,44 triệu/m²",3,Bắc,Đang chờ sổ,45 m²,,2000000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88970057,Căn hộ/Chung cư,,Phường 2,,,"278 – 283, 278 – 283  Đường Bến Vân Đồn, Phường 2, ",Đã bàn giao,"31,82 triệu/m²",,,1,55 m²,,1750000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88970034,Căn hộ/Chung cư,,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Đã bàn giao,"49,3 triệu/m²",,,Đang chờ sổ,71 m²,,3500000000.0,,Chung cư,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88970026,Căn hộ/Chung cư,,Phường 5,Quận 8,Tp Hồ Chí Minh,"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",Đã bàn giao,"42,56 triệu/m²",Đông Bắc,,Đang chờ sổ,78 m²,78,3320000000.0,22,Chung cư,Hoàn thiện cơ bản,Căn góc,2 phòng,2 phòng,,,,,,,,,
88918557,Căn hộ/Chung cư,,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Đã bàn giao,"43,38 triệu/m²",Nam,4,Đã có sổ,68 m²,,2950000000.0,,1,1,,2 phòng,2 phòng,,,,,,,,,
88869536,Căn hộ/Chung cư,,Phường Linh Trung,,,"65 đường Linh Đông, phường Linh Trung, Quận Thủ Đức, Tp.HCM, Phường Linh Trung, ",Chưa bàn giao,510.638 đ/m²,,,Đang chờ sổ,47 m²,,24000000.0,,1,,,2 phòng,1 phòng,,,,,,,,,
88969949,Căn hộ/Chung cư,,,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Quận 9, Tp Hồ Chí Minh",Chưa bàn giao,65 triệu/m²,,,Giấy tờ khác,80 m²,,5200000000.0,,1,Hoàn thiện cơ bản,1,2 phòng,2 phòng,,,,,,,,,
88579419,Căn hộ/Chung cư,,Phường Bình Trưng Tây,Quận 2,Tp Hồ Chí Minh,"Số 383, Số 383 Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",Đã bàn giao,"36,27 triệu/m²",,,Đang chờ sổ,51 m²,,1850000000.0,,Chung cư,Hoàn thiện cơ bản,,2 phòng,1 phòng,,,,,,,,,
88969933,Căn hộ/Chung cư,,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Chưa bàn giao,"51,52 triệu/m²",,Đông Bắc,Giấy tờ khác,99 m²,,5100000000.0,,1,1,,3 phòng,2 phòng,,,,,,,,,
88577724,Căn hộ/Chung cư,,Phường Thảo Điền,,Tp Hồ Chí Minh,"Đường 66, Phường Thảo Điền, Tp Hồ Chí Minh",Đã bàn giao,"46,51 triệu/m²",7,Đông Nam,,86 m²,,4000000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88969894,Căn hộ/Chung cư,,,Quận Bình Thạnh,,"208, 208 Đường Nguyễn Hữu Cảnh, Quận Bình Thạnh, ",Đã bàn giao,"69,47 triệu/m²",,,,95 m²,,6600000000.0,,1,,,3 phòng,2 phòng,,,,,,,,,
88969883,Căn hộ/Chung cư,,,Quận Phú Nhuận,,"119, 119 Đường Phổ Quang, Quận Phú Nhuận, ",Đã bàn giao,"55,24 triệu/m²",,,,105 m²,,5800000000.0,,1,,Căn góc,3 phòng,2 phòng,,,,,,,,,
88969876,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Đã bàn giao,"37,23 triệu/m²",,,Đang chờ sổ,47 m²,,1750000000.0,,Chung cư,Nội thất cao cấp,,2 phòng,1 phòng,,,,,,,,,
88885087,Căn hộ/Chung cư,TS0702,,Quận 4,Tp Hồ Chí Minh,"39, 39 Đường Bến Vân Đồn, Quận 4, Tp Hồ Chí Minh",Đã bàn giao,"77,36 triệu/m²",1,Tây,Đang chờ sổ,106 m²,AP1,8200000000.0,7,1,1,1,3 phòng,1 phòng,,,,,,,,,
88969848,Căn hộ/Chung cư,B,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Đã bàn giao,"29,03 triệu/m²",Đông Nam,Đông Bắc,Đang chờ sổ,62 m²,B,1799999000.0,12,Chung cư,Nội thất đầy đủ,,2 phòng,1 phòng,,,,,,,,,
88969849,Căn hộ/Chung cư,,Phường 12,Quận 10,Tp Hồ Chí Minh,"Số 181, Số 181 Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",Đã bàn giao,40 triệu/m²,,,Giấy tờ khác,35 m²,,1400000000.0,,Officetel,,,1 phòng,1 phòng,,,,,,,,,
88969831,Căn hộ/Chung cư,,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đã bàn giao,"38,67 triệu/m²",Đông Nam,,Đang chờ sổ,75 m²,A,2900000000.0,,Chung cư,,Căn góc,2 phòng,2 phòng,,,,,,,,,
88969817,Căn hộ/Chung cư,,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,"Đường Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",Đã bàn giao,"41,82 triệu/m²",Tây Bắc,Đông Nam,,110 m²,,4600000000.0,,Chung cư,,,3 phòng,2 phòng,,,,,,,,,
88969810,Căn hộ/Chung cư,,Phường 9,Quận Phú Nhuận,Tp Hồ Chí Minh,"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Đã bàn giao,"52,67 triệu/m²",,,,75 m²,,3950000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88969787,Căn hộ/Chung cư,,,,Tp Hồ Chí Minh,"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Tp Hồ Chí Minh",Chưa bàn giao,"17,37 triệu/m²",3,Đông,Đang chờ sổ,57 m²,2,990000000.0,8,1,Hoàn thiện cơ bản,,2 phòng,1 phòng,,,,,,,,,
88489255,Căn hộ/Chung cư,,,Quận 2,,"Đường Số 42, Quận 2, ",Đã bàn giao,"44,8 triệu/m²",,,1,125.7 m²,,5600000000.0,,1,,Căn góc,4 phòng,4 phòng,,,,,,,,,
88503830,Căn hộ/Chung cư,,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Chưa bàn giao,"41,67 triệu/m²",,,Giấy tờ khác,60 m²,,2500000000.0,,1,,,2 phòng,1 phòng,,,,,,,,,
88969752,Căn hộ/Chung cư,,,Quận Phú Nhuận,,"số 8, số 8 Đường Hoàng Minh Giám, Quận Phú Nhuận, ",Đã bàn giao,76 triệu/m²,,,,250 m²,,19000000000.0,,1,,,4 phòng,3 phòng,,,,,,,,,
88656339,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Chưa bàn giao,"8,14 triệu/m²",,Đông Bắc,Đang chờ sổ,59 m²,S8,480000000.0,,1,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88969719,Căn hộ/Chung cư,,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Đã bàn giao,"72,22 triệu/m²",,,,36 m²,,2600000000.0,,Officetel,,,1 phòng,2 phòng,,,,,,,,,
88969715,Căn hộ/Chung cư,,Phường Phú Mỹ,,,"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh, Phường Phú Mỹ, ",Đã bàn giao,"42,11 triệu/m²",Bắc,Nam,Giấy tờ khác,57 m²,A1,2400000000.0,12,1,Nội thất cao cấp,,2 phòng,1 phòng,,,,,,,,,
88680347,Căn hộ/Chung cư,,Phường 14,Quận 10,Tp Hồ Chí Minh,"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",Đã bàn giao,"69,44 triệu/m²",,,Đang chờ sổ,72 m²,,5000000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88969684,Căn hộ/Chung cư,P1B.16.05,,Quận 8,,"196, 196 Đường Cao Lỗ, Quận 8, ",Đã bàn giao,"30,59 triệu/m²",Bắc,Nam,Đang chờ sổ,85 m²,phoenix 1b,2600000000.0,16,1,Hoàn thiện cơ bản,,3 phòng,2 phòng,,,,,,,,,
88969642,Căn hộ/Chung cư,,Phường An Phú,Quận 2,Tp Hồ Chí Minh,"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",Đã bàn giao,"55,92 triệu/m²",,,,76 m²,,4250000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88969637,Căn hộ/Chung cư,,Phường An Lạc A,Quận Bình Tân,Tp Hồ Chí Minh,"số 17, số 17 Đường Tên Lửa, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Chưa bàn giao,"57,69 triệu/m²",,,Giấy tờ khác,52 m²,,3000000000.0,,1,1,,1 phòng,1 phòng,,,,,,,,,
88969624,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Đã bàn giao,"36,09 triệu/m²",Đông Bắc,Tây Nam,Đang chờ sổ,47 m²,,1696290396.0,,Chung cư,Hoàn thiện cơ bản,,2 phòng,1 phòng,,,,,,,,,
88556696,Căn hộ/Chung cư,,Phường Trường Thọ,Quận Thủ Đức,Tp Hồ Chí Minh,"30, 30 Đường 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Đã bàn giao,"35,29 triệu/m²",,,,68 m²,,2400000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88262590,Căn hộ/Chung cư,,Phường Long Thạnh Mỹ,Quận 9,Tp Hồ Chí Minh,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Chưa bàn giao,"49,77 triệu/m²",Tây Bắc,,,30 m²,,1493000000.0,,Chung cư,,,1 phòng,1 phòng,,,,,,,,,
88969561,Căn hộ/Chung cư,09,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đã bàn giao,"57,84 triệu/m²",,,Giấy tờ khác,51 m²,c3,2950000000.0,12,Chung cư,,,1 phòng,1 phòng,,,,,,,,,
88969545,Căn hộ/Chung cư,,Phường 2,Quận 6,Tp Hồ Chí Minh,"Đường An Dương Vương, Phường 2, Quận 6, Tp Hồ Chí Minh",Chưa bàn giao,25 triệu/m²,,,Đang chờ sổ,48 m²,,1200000000.0,,Chung cư,Hoàn thiện cơ bản,,1 phòng,1 phòng,,,,,,,,,
84799691,Căn hộ/Chung cư,,,,Tp Hồ Chí Minh,"Số 70, Số 70 Đường Nguyễn Văn Linh, Tp Hồ Chí Minh",Chưa bàn giao,"46,09 triệu/m²",,,Đang chờ sổ,64.07 m²,,2950000000.0,6,1,Hoàn thiện cơ bản,,1 phòng,1 phòng,,,,,,,,,
88969490,Căn hộ/Chung cư,,Phường Bình Trị Đông B,Quận Bình Tân,Tp Hồ Chí Minh,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đã bàn giao,"36,27 triệu/m²",,,Đã có sổ,51.1 m²,,1850000000.0,,Chung cư,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
77394694,Căn hộ/Chung cư,,Phường Hòa Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đã bàn giao,"27,38 triệu/m²",Nam,6,Đang chờ sổ,65 m²,,1780000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88555335,Căn hộ/Chung cư,,Phường Bình Hưng Hòa,Quận Bình Tân,Tp Hồ Chí Minh,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",Đã bàn giao,"22,86 triệu/m²",,,Đã có sổ,70 m²,,1600000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88969443,Căn hộ/Chung cư,,Phường 26,Quận Bình Thạnh,Tp Hồ Chí Minh,"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",Đã bàn giao,"32,58 triệu/m²",,,Đã có sổ,66 m²,,2150000000.0,,1,1,1,2 phòng,2 phòng,,,,,,,,,
88969437,Căn hộ/Chung cư,06,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Chưa bàn giao,"44,62 triệu/m²",7,6,Giấy tờ khác,65 m²,a,2900000000.0,16,1,1,,2 phòng,2 phòng,,,,,,,,,
88680121,Căn hộ/Chung cư,,Phường Trường Thọ,Quận Thủ Đức,Tp Hồ Chí Minh,"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Đã bàn giao,"41,18 triệu/m²",,,,68 m²,,2800000000.0,,Chung cư,,,2 phòng,2 phòng,,,,,,,,,
88706581,Căn hộ/Chung cư,,Phường 6,Quận 8,Tp Hồ Chí Minh,"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",Đã bàn giao,"30,83 triệu/m²",,,Đang chờ sổ,72.72 m²,,2220000000.0,,1,Hoàn thiện cơ bản,Căn góc,2 phòng,2 phòng,,,,,,,,,
