id,type_real_estate,unitnumber,ward,area,region,address,property_status,price_m2,direction,balconydirection,property_legal_document,size,block,price,floornumber,apartment_type,furnishing_sell,apartment_feature,rooms,toilets,floors,house_type,living_size,width,length,land_type,property_road_condition,land_feature,property_back_condition
87988114,Căn hộ/Chung cư,A19.04,Phường Đông Hòa,,Bình Dương,"45, Đường Tân Lập, Phường Đông Hòa, Bình Dương",Đã bàn giao,"36,21 triệu/m²",Đông Nam,Nam,1,58 m²,A,2100000000.0,19,1,Nội thất cao cấp,Căn góc,2 phòng,2 phòng,,,,,,,,,
86571886,Căn hộ/Chung cư,,Phường Thuận Giao,Thành phố Thuận An,Bình Dương,"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Chưa bàn giao,"6,25 triệu/m²",,,Đã có sổ,40 m²,,250000000.0,,Chung cư,Nội thất cao cấp,,1 phòng,1 phòng,,,,,,,,,
88852204,Căn hộ/Chung cư,,Phường Phú Mỹ,Thành phố Thủ Dầu Một,Bình Dương,"Đường Nguyễn Huệ, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Đã bàn giao,"37,6 triệu/m²",Nam,Bắc,Đang chờ sổ,86 m²,"B, A",3234000000.0,8,Chung cư,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88557729,Căn hộ/Chung cư,10,Phường Thuận Giao,Thành phố Thuận An,Bình Dương,"Đường 22/12, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Chưa bàn giao,20 triệu/m²,,,Đang chờ sổ,55 m²,2,1100000000.0,29,Chung cư,Nội thất cao cấp,,1 phòng,1 phòng,,,,,,,,,
88884666,Căn hộ/Chung cư,A16.11,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,"Đường Cầu Sắt, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Chưa bàn giao,25 triệu/m²,,,,56 m²,A,1400000000.0,16,Chung cư,Nội thất cao cấp,Căn góc,2 phòng,1 phòng,,,,,,,,,
88643900,Căn hộ/Chung cư,,Phường Thuận Giao,Thành phố Thuận An,,"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, ",Đã bàn giao,"2,25 triệu/m²",,,1,60 m²,,135000000.0,29,1,Nội thất đầy đủ,,2 phòng,2 phòng,,,,,,,,,
88624726,Căn hộ/Chung cư,,Phường An Phú,,Bình Dương,"Đường 743, Phường An Phú, Bình Dương",Chưa bàn giao,"18,68 triệu/m²",,,,76 m²,,1420000000.0,,1,Hoàn thiện cơ bản,,3 phòng,2 phòng,,,,,,,,,
88614257,Căn hộ/Chung cư,,Phường Thuận Giao,,Bình Dương,"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Bình Dương",Chưa bàn giao,"21,43 triệu/m²",,,Đang chờ sổ,42 m²,,900000000.0,,Căn hộ dịch vụ,,,1 phòng,1 phòng,,,,,,,,,
88934557,Căn hộ/Chung cư,,Phường Tân Đông Hiệp,,Bình Dương,"Đường Quốc lộ 1K, Phường Tân Đông Hiệp, Bình Dương",Đã bàn giao,"22,78 triệu/m²",,,1,36 m²,,820000000.0,,1,Nội thất đầy đủ,,1 phòng,1 phòng,,,,,,,,,
88677036,Căn hộ/Chung cư,,,Thị xã Dĩ An,Bình Dương,"Đường Xa lộ Hà Nội, Thị xã Dĩ An, Bình Dương",Đã bàn giao,"21,96 triệu/m²",,,Đã có sổ,56 m²,,1230000000.0,,1,,1,2 phòng,2 phòng,,,,,,,,,
85833657,Căn hộ/Chung cư,,,Thành phố Thuận An,,"Đường Cầu Sắt, Thành phố Thuận An, ",Chưa bàn giao,"24,62 triệu/m²",,,Giấy tờ khác,52 m²,B,1280000000.0,,1,Nội thất cao cấp,,2 phòng,1 phòng,,,,,,,,,
88735593,Căn hộ/Chung cư,,Phường Bình Thắng,Thị xã Dĩ An,Bình Dương,"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",Đã bàn giao,"22,04 triệu/m²",,,Đã có sổ,49 m²,,1080000000.0,,Chung cư,,,2 phòng,1 phòng,,,,,,,,,
88907591,Căn hộ/Chung cư,,Phường Chánh Nghĩa,Thành phố Thủ Dầu Một,Bình Dương,"Đường Trần Phú, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Đã bàn giao,"38,31 triệu/m²",,,Đang chờ sổ,77 m²,,2950000000.0,,Chung cư,Nội thất cao cấp,,2 phòng,2 phòng,,,,,,,,,
88831300,Căn hộ/Chung cư,,Phường Bình Thắng,Thị xã Dĩ An,Bình Dương,"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",Đã bàn giao,"21,43 triệu/m²",,,Đã có sổ,49.03 m²,,1050000000.0,,Chung cư,,,2 phòng,1 phòng,,,,,,,,,
87173023,Căn hộ/Chung cư,,,,,"Đường Nguyễn Huệ, ",Đã bàn giao,"36,99 triệu/m²",5,Đông Nam,1,73 m²,,2700000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
87840676,Căn hộ/Chung cư,,Phường Bình Hòa,Thành phố Thuận An,,"Đường Đại Lộ Bình Dương, Phường Bình Hòa, Thành phố Thuận An, ",Đã bàn giao,"38,33 triệu/m²",5,Nam,1,60 m²,,2300000000.0,,1,Nội thất cao cấp,,2 phòng,2 phòng,,,,,,,,,
88815554,Căn hộ/Chung cư,,Phường Tân Đông Hiệp,Thị xã Dĩ An,Bình Dương,"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Đã bàn giao,31 triệu/m²,,,Đã có sổ,50.4 m²,,1550000000.0,,Chung cư,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88577467,Căn hộ/Chung cư,,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,"Đường Đại Lộ Bình Dương, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Chưa bàn giao,"27,91 triệu/m²",,,Giấy tờ khác,67 m²,,1870000000.0,,Chung cư,Hoàn thiện cơ bản,,2 phòng,2 phòng,,,,,,,,,
88818069,Căn hộ/Chung cư,,,Thị xã Dĩ An,Bình Dương,"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Thị xã Dĩ An, Bình Dương",Đã bàn giao,"34,29 triệu/m²",,,,35 m²,,1200000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88105498,Căn hộ/Chung cư,,Phường Lái Thiêu,,Bình Dương,"Số 11 Nguyễn Văn Tiết, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương., Phường Lái Thiêu, Bình Dương",Chưa bàn giao,"28,8 triệu/m²",,,,40 m²,B,1152000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88931058,Căn hộ/Chung cư,,Phường An Bình,,Bình Dương,"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Bình Dương",Đã bàn giao,"32,16 triệu/m²",8,Đông Bắc,Đang chờ sổ,74 m²,,2380000000.0,,1,,,2 phòng,2 phòng,,,,,,,,,
88447572,Căn hộ/Chung cư,,Phường Bình Thắng,Thị xã Dĩ An,Bình Dương,"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",Đã bàn giao,"23,08 triệu/m²",,,Đã có sổ,39 m²,,900000000.0,,Chung cư,,,1 phòng,1 phòng,,,,,,,,,
86335905,Căn hộ/Chung cư,,Phường Thuận Giao,,Bình Dương,"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Bình Dương",Chưa bàn giao,"6,25 triệu/m²",,,Đang chờ sổ,40 m²,,250000000.0,,Căn hộ dịch vụ,Hoàn thiện cơ bản,,1 phòng,1 phòng,,,,,,,,,
87118076,Căn hộ/Chung cư,,Phường Đông Hòa,Thị xã Dĩ An,Bình Dương,"đường 45 Tân Lập, Phường Đônh Hòa, thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Đã bàn giao,"32,86 triệu/m²",Tây,Đông,Đã có sổ,35 m²,,1150000000.0,18,Chung cư,Bàn giao thô,,1 phòng,1 phòng,,,,,,,,,
88816268,Căn hộ/Chung cư,01,,Thành phố Thuận An,Bình Dương,"Đường Cầu Sắt, Thành phố Thuận An, Bình Dương",Đã bàn giao,25 triệu/m²,Đông Nam,7,Đã có sổ,56 m²,B,1400000000.0,14,1,2,1,2 phòng,1 phòng,,,,,,,,,
88928708,Căn hộ/Chung cư,,Phường Đông Hòa,Thị xã Dĩ An,,"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, ",Đã bàn giao,"32,14 triệu/m²",,,1,56 m²,,1800000000.0,,1,,,1 phòng,1 phòng,,,,,,,,,
88810384,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Bình Chuẩn 42, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"38,5 triệu/m²",Nam,,Đã có sổ,100 m²,,3850000000.0,,,Nội thất cao cấp,,4 phòng,4 phòng,3,Nhà mặt phố,300 m²,5 m,20 m,,,,
88796729,Nhà ở,,Phường Tân Đông Hiệp,,Bình Dương,"Đường Trần Thị Dương, Phường Tân Đông Hiệp, Bình Dương",,"33,75 triệu/m²",Đông Nam,,Đang chờ sổ,40 m²,,1350000000.0,,,,,2 phòng,2 phòng,,Nhà ngõ,80 m²,4 m,10 m,,,,
88931383,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Đường Bình Chuẩn 19, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"18,67 triệu/m²",,,Đã có sổ,30 m²,,560000000.0,,,,,2 phòng,1 phòng,,Nhà mặt phố,56 m²,5 m,6 m,,,,
86626180,Nhà ở,,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,"Đường Bê Tông 4m, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,"40,12 triệu/m²",Tây Nam,,Đã có sổ,81 m²,,3250000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,1,Nhà mặt phố,120 m²,6 m,13.5 m,,Hẻm xe hơi,,Nở hậu
88815284,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Bình Chuẩn 44, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"44,12 triệu/m²",7,,Đã có sổ,68 m²,,3000000000.0,,,1,,3 phòng,4 phòng,3,Nhà mặt phố,210 m²,4 m,17 m,,,,
88970672,Nhà ở,,Phường Tân Phước Khánh,Thị xã Tân Uyên,Bình Dương,"Đường ĐT 743, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,"35,83 triệu/m²",,,1,60 m²,,2150000000.0,,,,,2 phòng,2 phòng,,Nhà phố liền kề,120 m²,4 m,15 m,,,,
88970624,Nhà ở,,Phường Tân Bình,,Bình Dương,"Đường Bùi Thị Xuân, phường Tân Bình, thành phố Dĩ An, Bình Dương, Phường Tân Bình, Bình Dương",,"27,17 triệu/m²",Đông Bắc,,1,92 m²,,2500000000.0,,,Bàn giao thô,,4 phòng,3 phòng,3,Nhà mặt phố,61 m²,16 m,20 m,,Hẻm xe hơi,,Nở hậu
84664122,Nhà ở,3600,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,"Đường Bê Tông 4m5, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,45 triệu/m²,Tây Nam,,Đã có sổ,80 m²,,3600000000.0,,,Nội thất đầy đủ,,3 phòng,2 phòng,1,Nhà mặt phố,120 m²,4 m,20 m,,Hẻm xe hơi,,
88704097,Nhà ở,,Phường Bình Chuẩn,,Bình Dương,"32, Đường Bình Phước B, Phường Bình Chuẩn, Bình Dương",,"12,86 triệu/m²",,,,70 m²,,900000000.0,,,,,3 phòng,2 phòng,,Nhà mặt phố,70 m²,,,,,,
87424183,Nhà ở,6789,Phường Phú Mỹ,Thành phố Thủ Dầu Một,Bình Dương,"Đường Bê Tông 5m, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,"38,27 triệu/m²",Đông Nam,,1,81 m²,,3100000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,1,Nhà mặt phố,120 m²,5 m,16 m,,Hẻm xe hơi,,Nở hậu
85691243,Nhà ở,,Phường Dĩ An,,Bình Dương,"Đường Nguyễn An Ninh, Phường Dĩ An, Bình Dương",,"46,53 triệu/m²",,,1,58 m²,,2699000000.0,,,,,2 phòng,2 phòng,2,Nhà ngõ,120 m²,5 m,20 m,,Hẻm xe hơi,,
88969632,Nhà ở,,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,"Đường Phú Lợi, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,"24,51 triệu/m²",Nam,,Đã có sổ,102 m²,,2500000000.0,,,,,3 phòng,2 phòng,,Nhà ngõ,160 m²,4 m,23 m,,Hẻm xe hơi,,Nở hậu
88969474,Nhà ở,,,Thị xã Dĩ An,Bình Dương,"Đường ĐT 743, Thị xã Dĩ An, Bình Dương",,"19,83 triệu/m²",,,Đã có sổ,60 m²,,1190000000.0,,,,,2 phòng,2 phòng,2,Nhà ngõ,90 m²,5 m,12 m,,Hẻm xe hơi,,
88699243,Nhà ở,,Xã Tân Vĩnh Hiệp,Thị xã Tân Uyên,Bình Dương,"Đường DX 03, Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",,"14,77 triệu/m²",,,Giấy tờ khác,44 m²,,650000000.0,,,,,2 phòng,1 phòng,,Nhà ngõ,44 m²,4 m,11 m,,Hẻm xe hơi,,
88828712,Nhà ở,,,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn Thị Khắp, Thị xã Dĩ An, Bình Dương",,"56,25 triệu/m²",,,Đã có sổ,80 m²,,4500000000.0,,,Hoàn thiện cơ bản,,4 phòng,4 phòng,3,Nhà mặt phố,225 m²,4 m,20 m,,,,
88747790,Nhà ở,,Xã An Điền,Thị xã Bến Cát,Bình Dương,"Đường An Điền, Xã An Điền, Thị xã Bến Cát, Bình Dương",,"7,73 triệu/m²",,,Đã có sổ,255 m²,,1970000000.0,,,,,2 phòng,1 phòng,,Nhà ngõ,,,,,Hẻm xe hơi,,
88116717,Nhà ở,,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,"Hẻm 288 Huỳnh văn luỹ, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,"43,96 triệu/m²",Tây Nam,,Đã có sổ,91 m²,,4000000000.0,,,Nội thất cao cấp,,3 phòng,3 phòng,,Nhà ngõ,140 m²,4 m,21 m,,Hẻm xe hơi,,
88968835,Nhà ở,,Xã An Điền,Thị xã Bến Cát,Bình Dương,"Đường D18, Xã An Điền, Thị xã Bến Cát, Bình Dương",,16 triệu/m²,,,Đã có sổ,80 m²,,1280000000.0,,,,,2 phòng,2 phòng,,Nhà mặt phố,80 m²,5 m,16 m,,Hẻm xe hơi,,Nở hậu
88954883,Nhà ở,,Phường Tân Đông Hiệp,Thị xã Dĩ An,Bình Dương,"Đường Đặng Văn Mây, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,30 triệu/m²,,,Đã có sổ,180 m²,,5400000000.0,,,Bàn giao thô,,1 phòng,,,Nhà ngõ,80 m²,9 m,20 m,,,,
88968508,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"20B/30, Bình chuẫn 67, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"20,54 triệu/m²",,,Giấy tờ khác,56 m²,,1150000000.0,,,Nội thất đầy đủ,,3 phòng,2 phòng,1,Nhà ngõ,120 m²,,16 m,,Hẻm xe hơi,,
88943088,Nhà ở,,Phường Tân Phước Khánh,Thị xã Tân Uyên,,"Đường Số 3, Phường Tân Phước Khánh, Thị xã Tân Uyên, ",,"36,43 triệu/m²",Nam,,,60 m²,,2186000000.0,,,,,2 phòng,2 phòng,,Nhà phố liền kề,120 m²,4 m,15 m,,,,
88549280,Nhà ở,,Phường Vĩnh Phú,,Bình Dương,"Đường Vĩnh Phú 20, Phường Vĩnh Phú, Bình Dương",,"43,33 triệu/m²",7,,,60 m²,,2600000000.0,,,,,3 phòng,2 phòng,,Nhà ngõ,120 m²,5 m,12 m,,,,
88243895,Nhà ở,,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường ĐT 743, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,"42,86 triệu/m²",Đông Bắc,,Đã có sổ,70 m²,lk B,3000000000.0,,,Hoàn thiện cơ bản,,4 phòng,4 phòng,3,Nhà phố liền kề,200 m²,4 m,17 m,,,,Nở hậu
88968010,Nhà ở,,,,,"Dx043, ",,"45,29 triệu/m²",8,,1,85 m²,,3850000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,,1,85 m²,5 m,19 m,,,,
88828558,Nhà ở,,,Thị xã Dĩ An,Bình Dương,"Đường Chiêu Liêu, Thị xã Dĩ An, Bình Dương",,"32,5 triệu/m²",,,Giấy tờ khác,40 m²,,1300000000.0,,,,,2 phòng,2 phòng,,Nhà ngõ,80 m²,4 m,10 m,,,,
88919005,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Đường Bình Chuẩn 15, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"21,6 triệu/m²",,,Đã có sổ,50 m²,,1080000000.0,,,,,3 phòng,2 phòng,,Nhà ngõ,100 m²,4 m,13 m,,,,
88796729,Nhà ở,,Phường Tân Đông Hiệp,,Bình Dương,"Đường Trần Thị Dương, Phường Tân Đông Hiệp, Bình Dương",,"33,75 triệu/m²",Đông Nam,,Đang chờ sổ,40 m²,,1350000000.0,,,,,2 phòng,2 phòng,,Nhà ngõ,80 m²,4 m,10 m,,,,
88815284,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Bình Chuẩn 44, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"44,12 triệu/m²",7,,Đã có sổ,68 m²,,3000000000.0,,,1,,3 phòng,4 phòng,3,Nhà mặt phố,210 m²,4 m,17 m,,,,
88810384,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Bình Chuẩn 42, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"38,5 triệu/m²",Nam,,Đã có sổ,100 m²,,3850000000.0,,,Nội thất cao cấp,,4 phòng,4 phòng,3,Nhà mặt phố,300 m²,5 m,20 m,,,,
86858535,Nhà ở,,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,"40,12 triệu/m²",,,Đã có sổ,81 m²,,3250000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,,Nhà ngõ,130 m²,6 m,13 m,,Hẻm xe hơi,,
88690561,Nhà ở,B01,Phường Bình Chuẩn,,Bình Dương,"Đường ĐT 743, Phường Bình Chuẩn, Bình Dương",,"21,54 triệu/m²",,,1,65 m²,Lô B,1400000000.0,,,Hoàn thiện cơ bản,,4 phòng,3 phòng,3,Nhà mặt phố,164 m²,5 m,15 m,,,,
88703018,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Đường Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"45,16 triệu/m²",,,Đã có sổ,62 m²,Lô B,2800000000.0,,,,,3 phòng,3 phòng,3,Nhà phố liền kề,164 m²,5 m,12 m,,Hẻm xe hơi,,
88882540,Nhà ở,,,Thành phố Thủ Dầu Một,Bình Dương,"Đường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,"24,44 triệu/m²",3,,1,90 m²,,2200000000.0,,,,,2 phòng,2 phòng,,Nhà ngõ,90 m²,4.5 m,20 m,,Hẻm xe hơi,,
88967909,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"xxx, Bình Chuân 20, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"34,25 triệu/m²",,,Đã có sổ,73 m²,,2500000000.0,,,,,4 phòng,2 phòng,,Nhà mặt phố,100 m²,4 m,18 m,,Hẻm xe hơi,,Nở hậu
88967687,Nhà ở,,Phường Đông Hòa,Thị xã Dĩ An,Bình Dương,"đường dt743, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,"44,17 triệu/m²",,,Đã có sổ,60 m²,,2650000000.0,,,,,2 phòng,1 phòng,2,Nhà ngõ,60 m²,4 m,15 m,,Hẻm xe hơi,,
88286703,Nhà ở,,Phường Tân Bình,Thị xã Dĩ An,,"Đường Nguyễn Thị Tươi, Phường Tân Bình, Thị xã Dĩ An, ",,"45,71 triệu/m²",Đông Nam,,1,70 m²,lkB,3200000000.0,,,Hoàn thiện cơ bản,,4 phòng,4 phòng,3,1,180 m²,4 m,15 m,,1,,
88967286,Nhà ở,,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,"389, Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,"45,54 triệu/m²",4,,Đã có sổ,101 m²,,4600000000.0,,,1,,3 phòng,3 phòng,3,Nhà ngõ,101 m²,4 m,24 m,,Hẻm xe hơi,,
88882877,Nhà ở,,Phường Phú Hòa,Thành phố Thủ Dầu Một,Bình Dương,"Đường Mỹ Phước Tân Vạn, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,"65,08 triệu/m²",Đông,,1,63 m²,,4100000000.0,,,Nội thất cao cấp,,4 phòng,3 phòng,4,Nhà mặt phố,240 m²,4.5 m,14 m,,,,
88533279,Nhà ở,,Phường An Bình,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn Tri Phương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,"29,09 triệu/m²",,,Đã có sổ,110 m²,,3200000000.0,,,2,,2 phòng,1 phòng,,Nhà ngõ,110 m²,5 m,21 m,,Hẻm xe hơi,,
88443226,Nhà ở,,Phường An Thạnh,Thành phố Thuận An,Bình Dương,"Đường Thủ Khoa Huân, Phường An Thạnh, Thành phố Thuận An, Bình Dương",,"54,49 triệu/m²",,,Đã có sổ,78 m²,,4250000000.0,,,Hoàn thiện cơ bản,,3 phòng,2 phòng,,Nhà mặt phố,110 m²,4.5 m,10 m,,Hẻm xe hơi,,Nở hậu
88871733,Nhà ở,,Phường Vĩnh Phú,Thành phố Thuận An,Bình Dương,"Đường Vĩnh Phú 37, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,"27,78 triệu/m²",,,Đã có sổ,90 m²,,2500000000.0,,,,,2 phòng,1 phòng,,Nhà ngõ,,5 m,18 m,,,,
88966756,Nhà ở,,Phường Phú Mỹ,Thành phố Thủ Dầu Một,Bình Dương,"Phú Mỹ, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,"40,21 triệu/m²",7,,1,97 m²,,3900000000.0,,,Nội thất đầy đủ,,3 phòng,4 phòng,,Nhà mặt phố,60 m²,4 m,26 m,,Hẻm xe hơi,,
88894909,Nhà ở,,Phường Đông Hòa,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn An Ninh, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,47 triệu/m²,Đông Nam,,Đã có sổ,100 m²,,4700000000.0,,,Nội thất đầy đủ,,3 phòng,3 phòng,,Nhà phố liền kề,190 m²,5 m,20 m,,,,
88966624,Nhà ở,,Phường Tân Đông Hiệp,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,"57,5 triệu/m²",,,Đã có sổ,80 m²,B,4600000000.0,,,Hoàn thiện cơ bản,,4 phòng,4 phòng,,Nhà mặt phố,180 m²,4 m,20 m,,Hẻm xe hơi,,
88966545,Nhà ở,,,Thị xã Tân Uyên,,"Đường ĐT 742, Xã Phú Chánh, thị xã Tân Uyên, Bình Dương, Thị xã Tân Uyên, ",,"32,86 triệu/m²",,,,70 m²,,2300000000.0,,,,,4 phòng,4 phòng,,1,70 m²,5 m,15 m,,,,
88757324,Nhà ở,,Phường Thới Hòa,,,"Đường NL14, Phường Thới Hòa, ",,"13,33 triệu/m²",Bắc,,1,150 m²,,2000000000.0,,,,,7 phòng,7 phòng,,1,150 m²,5 m,30 m,,,,
86858535,Nhà ở,,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,"40,12 triệu/m²",,,Đã có sổ,81 m²,,3250000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,,Nhà ngõ,130 m²,6 m,13 m,,Hẻm xe hơi,,
88966146,Nhà ở,,Phường Mỹ Phước,Thị xã Bến Cát,Bình Dương,"Đường D18, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,"17,7 triệu/m²",,,Đã có sổ,100 m²,,1770000000.0,,,,,2 phòng,2 phòng,,Nhà mặt phố,100 m²,4 m,25 m,,,,
83035504,Nhà ở,,Xã An Sơn,Thành phố Thuận An,Bình Dương,"Đường An Sơn 19, Xã An Sơn, Thành phố Thuận An, Bình Dương",,"17,25 triệu/m²",,,Đã có sổ,200 m²,,3450000000.0,,,,,1 phòng,1 phòng,,Nhà ngõ,,,,,Hẻm xe hơi,,
88966042,Nhà ở,,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Bình Chuẩn 18, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"19,5 triệu/m²",,,Đang chờ sổ,40 m²,,780000000.0,,,,,2 phòng,2 phòng,,Nhà ngõ,65 m²,4 m,10 m,,Hẻm xe hơi,,
88966017,Nhà ở,,Xã An Sơn,Thành phố Thuận An,Bình Dương,"An Sơn, Xã An Sơn, Thành phố Thuận An, Bình Dương",,"16,43 triệu/m²",Tây Nam,,Đã có sổ,1150 m²,,18900000000.0,,,Nội thất đầy đủ,,6 phòng,4 phòng,,Nhà biệt thự,1150 m²,18 m,60 m,,Hẻm xe hơi,,Nở hậu
88703995,Nhà ở,,Phường Bình Chuẩn,,Bình Dương,"bình chuẩn 28, Phường Bình Chuẩn, Bình Dương",,"17,25 triệu/m²",,,,80 m²,,1380000000.0,,,,,3 phòng,2 phòng,,Nhà mặt phố,72 m²,4 m,20 m,,,,
88965950,Nhà ở,,Phường Tân Bình,,Bình Dương,"Đường Nguyễn Thị Minh Khai, Phường Tân Bình, Bình Dương",,"28,74 triệu/m²",Bắc,,1,87 m²,,2500000000.0,,,Nội thất cao cấp,,3 phòng,2 phòng,,Nhà phố liền kề,160 m²,4 m,22 m,,Hẻm xe hơi,,
88965845,Nhà ở,,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,"Đường Vành Đai 4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,"21,32 triệu/m²",Đông,,Đã có sổ,144 m²,,3070000000.0,,,Bàn giao thô,,4 phòng,4 phòng,3,Nhà mặt phố,192 m²,9 m,16 m,,Hẻm xe hơi,,Nở hậu
88965721,Nhà ở,,Phường Vĩnh Phú,,Bình Dương,"Đường Vĩnh Phú, Phường Vĩnh Phú, Bình Dương",,"28,06 triệu/m²",,,1,198 m²,,5555000000.0,,,,,4 phòng,2 phòng,,Nhà mặt phố,198 m²,17 m,12 m,,,,
