id,list_time,type_real_estate,ward,area,region,address,property_status,price_m2,direction,balconydirection,property_legal_document,size,floornumber,apartment_type,furnishing_sell,apartment_feature,rooms,toilets,floors,house_type,living_size,width,length,land_type,property_road_condition,land_feature,property_back_condition,price
88517717,1633769822000.0,Nhà ở,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường Bùi Thị Xuân, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,"21,57 triệu/m²",,,Đã có sổ,102 m²,,,,,2 phòng,2 phòng,,Nhà mặt phố,87 m²,5 m,20 m,,Hẻm xe hơi,,,2200000000.0
88516391,1633767891000.0,Nhà ở,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,"Đường NE2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,"23,5 triệu/m²",,,,100 m²,,,,,4 phòng,3 phòng,,Nhà phố liền kề,80 m²,5 m,20 m,,,,,2350000000.0
88516340,1633767835000.0,Nhà ở,Phường Hiệp An,Thành phố Thủ Dầu Một,Bình Dương,"55, Dx 92, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,"18,93 triệu/m²",Đông,,Đã có sổ,168 m²,,,,,3 phòng,2 phòng,,Nhà ngõ,100 m²,6 m,28 m,,Hẻm xe hơi,,,3180000000.0
88409734,1633767147080.0,Nhà ở,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường An Phú 21, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,"47,78 triệu/m²",Đông Nam,,Đã có sổ,90 m²,,,Hoàn thiện cơ bản,,4 phòng,4 phòng,,Nhà mặt phố,255 m²,5 m,18 m,,,,,4300000000.0
88515364,1633766376000.0,Nhà ở,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,"52,23 triệu/m²",Đông Nam,,Đã có sổ,112 m²,,,Nội thất đầy đủ,,4 phòng,3 phòng,2,Nhà biệt thự,200 m²,10 m,12 m,,Hẻm xe hơi,,,5850000000.0
88392455,1633766256411.0,Nhà ở,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,"Đường Hòa Long, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,60 triệu/m²,Đông Bắc,,Đã có sổ,120 m²,,,Hoàn thiện cơ bản,,6 phòng,6 phòng,,Nhà mặt phố,378 m²,5 m,24 m,,,,,7200000000.0
88514896,1633765806000.0,Nhà ở,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,40 triệu/m²,Tây Bắc,,Đã có sổ,150 m²,,,Nội thất đầy đủ,,3 phòng,2 phòng,,Nhà ngõ,150 m²,5.4 m,27 m,,Hẻm xe hơi,,,6000000000.0
88514861,1633765770000.0,Nhà ở,Phường Tân Đông Hiệp,Thị xã Dĩ An,Bình Dương,"612A, Tân An, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,"32,86 triệu/m²",Đông Nam,,Đã có sổ,70 m²,,,,,3 phòng,3 phòng,,Nhà ngõ,66 m²,46 m,145 m,,,,Nở hậu,2300000000.0
88514167,1633764765000.0,Nhà ở,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Đường Dt743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"21,5 triệu/m²",Bắc,,Đã có sổ,40 m²,,,,,1 phòng,1 phòng,,Nhà mặt phố,40 m²,4.5 m,9 m,,Hẻm xe hơi,,Nở hậu,860000000.0
88513849,1633764277000.0,Nhà ở,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,"Đường ĐT 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,"41,27 triệu/m²",,,Đã có sổ,63 m²,,,,,3 phòng,2 phòng,2,Nhà mặt phố,120 m²,5 m,13 m,,Hẻm xe hơi,,,2600000000.0
