city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,5m,8761480,22m," 7,35 tỷ ",Sổ hồng/ Sổ đỏ,2, 94 m,Cần bán,Nhà trong hẻm,Phường Tân Sơn Nhì,"4,4m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,0m,9204933,"11,5m"," 5,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 48 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,3m,8563008,20m," 5,15 tỷ ",Sổ hồng/ Sổ đỏ,2, 66 m,Cần bán,Nhà trong hẻm,Phường 14,"3,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,12,---,9237134,---," 2,8 tỷ ",Giấy phép XD,2, 68 m,Cần bán,Căn hộ chung cư,Phường Thạnh Lộc,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,1,14m,8493555,30m, 18 tỷ ,Sổ hồng/ Sổ đỏ,1, 165 m,Cần bán,Nhà mặt tiền,Phường Hòa Thạnh,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,1,8m,8847020,11m," 10,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 68 m,Cần bán,Nhà mặt tiền,Phường 26,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,23,30m,6145763,---, 9 tỷ ,---,2, 139 m,Cần bán,Căn hộ chung cư,Phường Phú Mỹ,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,2,30m,5275376,---, 9 tỷ ,---,3, 139 m,Cần bán,Căn hộ chung cư,Phường Phú Mỹ,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,4,35m,9307775,16m, 51 tỷ ,Sổ hồng/ Sổ đỏ,6, 88 m,Cần bán,Nhà mặt tiền,Phường 5,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,4m,8773047,"22,5m"," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,2, 105 m,Cần bán,Nhà trong hẻm,Phường 10,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,8m,9232944,---," 30,3 tỷ ",---,---, 3.370 m,Cần bán,"Đất thổ cư, đất ở",Phường Long Phước,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,8m,8855169,17m, 7 tỷ ,Sổ hồng/ Sổ đỏ,4, 68 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,6m,8763712,17m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 102 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,23,30m,5946893,---, 9 tỷ ,---,2, 139 m,Cần bán,"Shop, kiot, quán",Phường Phú Mỹ,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Quận 7,2,2m,6033375,8m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 120 m,Cần bán,Nhà trong hẻm,Phường Tân Phú,"6,8m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 8,4,8m,8853835,31m," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 125 m,Cần bán,Nhà trong hẻm,Phường 16,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 2,5,15m,9191226,---, 27 tỷ ,---,11, 125 m,Cần bán,Nhà mặt tiền,Phường Bình An,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận 6,2,"3,5m",6209770,"10,1m"," 4,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 102 m,Cần bán,Nhà trong hẻm,Phường 8,"3,35m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,8m,8849296,16m," 10,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 65 m,Cần bán,"Biệt thự, nhà liền kề",Phường 12,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,2,0m,9212289,16m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 64 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận 4,5,5m,6070218,"28,68m"," 29,9 tỷ ",Sổ hồng/ Sổ đỏ,10, 635 m,Cần bán,Nhà trong hẻm,Phường 4,"4,86m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,5,20m,9142571,---, 20 tỷ ,---,10, 80 m,Cần bán,Nhà mặt tiền,Phường 25,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,5m,9116585,---, 8 tỷ ,---,3, 65 m,Cần bán,Nhà trong hẻm,Phường 22,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,5m,9106423,---," 13,5 tỷ ",---,5, 88 m,Cần bán,Nhà trong hẻm,Phường 17,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,12m,9125335,---," 8,7 tỷ ",---,4, 45 m,Cần bán,Nhà mặt tiền,Phường 26,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,4m,8476299,23m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 93 m,Cần bán,Nhà trong hẻm,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,4m,8467004,15m," 5,05 tỷ ",Sổ hồng/ Sổ đỏ,2, 60 m,Cần bán,Nhà trong hẻm,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,6m,8271134,13m," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 56 m,Cần bán,Nhà trong hẻm,Phường Tân Quý,"4,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,5m,8257669,22m," 9,9 tỷ ",Sổ hồng/ Sổ đỏ,5, 92 m,Cần bán,Nhà trong hẻm,Phường 13,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,5m,8548376,22m," 6,95 tỷ ",Sổ hồng/ Sổ đỏ,12, 110 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,2,---,5275925,---, 9 tỷ ,---,2, 139 m,Cần bán,Căn hộ chung cư,Phường Phú Mỹ,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,3,5m,8773037,"15,3m"," 7,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 81 m,Cần bán,Nhà trong hẻm,Phường 11,"5,15m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,20m,9152614,---," 11,2 tỷ ",---,3, 60 m,Cần bán,Nhà mặt tiền,Phường 1,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,5m,8214566,21m," 7,3 tỷ ",Sổ hồng/ Sổ đỏ,5, 122 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,"6,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 11,3,4m,8172999,"10,5m"," 4,75 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường 3,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,5m,8300248,17m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,3, 68 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,5,3m,8180008,15m," 4,95 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,5m,9142456,---," 8,4 tỷ ",---,5, 84 m,Cần bán,Nhà trong hẻm,Phường 25,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,5,4m,8179920,8m," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 39 m,Cần bán,Nhà trong hẻm,Phường 9,"4,6m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,5,8m,8325433,14m, 9 tỷ ,Sổ hồng/ Sổ đỏ,5, 77 m,Cần bán,Nhà mặt tiền,Phường 10,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,10m,8315732,19m, 11 tỷ ,Sổ hồng/ Sổ đỏ,6, 83 m,Cần bán,Nhà trong hẻm,Phường 10,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,3m,9085089,---," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 20 m,Cần bán,Nhà mặt tiền,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,3m,9085081,---, 2 tỷ ,Sổ hồng/ Sổ đỏ,2, 15 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,23,40m,6070823,---, 9 tỷ ,---,3, 139 m,Cần bán,Căn hộ chung cư,Phường Phú Mỹ,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,3m,9112110,---," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 25 m,Cần bán,Nhà trong hẻm,Phường 12,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,4m,9127302,---," 2,7 tỷ ",Sổ hồng/ Sổ đỏ,3, 24 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,3,"3,5m",9319512,"13,5m"," 7,09 tỷ ",Sổ hồng/ Sổ đỏ,3, 54 m,Cần bán,Nhà trong hẻm,Phường 2,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,3m,9111971,---, 3 tỷ ,Sổ hồng/ Sổ đỏ,3, 27 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,3m,9308924,23m," 5,1 tỷ ",---,3, 98 m,Cần bán,Nhà trong hẻm,Phường 9,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 2,---,12m,9319346,20m," 3,7 tỷ ",---,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Thạnh Mỹ Lợi,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,5m,9309105,17m," 6,7 tỷ ",---,3, 75 m,Cần bán,Nhà trong hẻm,Phường 9,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,6m,9308659,23m," 6,7 tỷ ",---,4, 92 m,Cần bán,Nhà trong hẻm,Phường 8,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,9m,8300149,11m, 17 tỷ ,Sổ hồng/ Sổ đỏ,2, 210 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,"24,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,1,10m,9125424,---," 7,6 tỷ ",---,3, 66 m,Cần bán,Nhà trong hẻm,Phường 15,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,6m,9309602,19m," 6,8 tỷ ",---,4, 82 m,Cần bán,Nhà trong hẻm,Phường 9,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,"3,5m",9308816,"15,5m"," 6,5 tỷ ",---,3, 91 m,Cần bán,Nhà trong hẻm,Phường 8,"5,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,---,25m,8955113,11m," 10,5 tỷ ",---,4, 56 m,Cần bán,Nhà mặt tiền,Phường Tân Thới Hòa,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,2,0m,9194595,13m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 52 m,Cần bán,Nhà mặt tiền,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,7,0m,9265271,21m, 15 tỷ ,Sổ hồng/ Sổ đỏ,6, 120 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,0m,9265438,10m," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,6, 50 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,"5,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,8m,9309300,21m," 6,5 tỷ ",---,3, 89 m,Cần bán,Nhà trong hẻm,Phường 9,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,5,5m,8206907,13m," 5,95 tỷ ",Sổ hồng/ Sổ đỏ,5, 52 m,Cần bán,Nhà trong hẻm,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,6m,9309451,20m," 6,3 tỷ ",---,2, 94 m,Cần bán,Nhà trong hẻm,Phường 9,"4,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,4m,9076682,9m," 3,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 32 m,Cần bán,Nhà trong hẻm,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,0m,9265970,17m," 8,1 tỷ ",Sổ hồng/ Sổ đỏ,4, 68 m,Cần bán,Nhà trong hẻm,Phường Hiệp Tân,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,0m,9266485,12m," 8,7 tỷ ",Sổ hồng/ Sổ đỏ,14, 93 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,"8,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,"4,9m",9054651,"15,5m"," 5,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 74 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,"4,9m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,4m,9136728,---, 4 tỷ ,Sổ hồng/ Sổ đỏ,4, 33 m,Cần bán,Nhà trong hẻm,Phường 1,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,6m,9307049,15m," 6,5 tỷ ",---,4, 99 m,Cần bán,Nhà trong hẻm,Phường 14,"6,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,1,20m,8268341,---, 67 tỷ ,Sổ hồng/ Sổ đỏ,1, 212 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,2,16m,8268270,---," 48,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 66 m,Cần bán,Nhà mặt tiền,Phường Phạm Ngũ Lão,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,4m,9126738,---," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 25 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,16m,8268198,---, 29 tỷ ,Sổ hồng/ Sổ đỏ,10, 65 m,Cần bán,Nhà mặt tiền,Phường Cầu Ông Lãnh,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,5m,9035605,15m," 6,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 73 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,6m,7993350,18m," 6,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 72 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,5,0m,9256399,13m," 5,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 52 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,16m,8044306,---, 42 tỷ ,Sổ hồng/ Sổ đỏ,6, 80 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,9,20m,8278627,---, 90 tỷ ,Sổ hồng/ Sổ đỏ,35, 100 m,Cần bán,"Nhà hàng, khách sạn",Phường Bến Thành,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 10,3,16m,8052940,---, 29 tỷ ,Sổ hồng/ Sổ đỏ,5, 80 m,Cần bán,Nhà mặt tiền,Phường 12,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,"4,5m",9139620,18m," 5,1 tỷ ",Sổ hồng/ Sổ đỏ,3, 81 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,6,16m,8050510,---, 75 tỷ ,---,10, 110 m,Cần bán,Nhà mặt tiền,Phường 6,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,2,20m,8342306,---," 48,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 70 m,Cần bán,Nhà mặt tiền,Phường Phạm Ngũ Lão,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,1,20m,8062953,---, 28 tỷ ,Sổ hồng/ Sổ đỏ,1, 80 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 5,7,35m,9307586,20m, 35 tỷ ,Sổ hồng/ Sổ đỏ,18, 80 m,Cần bán,Nhà mặt tiền,Phường 8,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,40m,8015092,---, 50 tỷ ,Sổ hồng/ Sổ đỏ,5, 92 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Cư Trinh,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,2,40m,8016227,---, 45 tỷ ,Sổ hồng/ Sổ đỏ,4, 86 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Thái Bình,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,6,16m,8268222,---," 38,5 tỷ ",Sổ hồng/ Sổ đỏ,17, 66 m,Cần bán,Nhà mặt tiền,Phường Phạm Ngũ Lão,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,5,10m,8520074,20m, 16 tỷ ,Sổ hồng/ Sổ đỏ,7, 78 m,Cần bán,Nhà trong hẻm,Phường Tân Quy,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận Bình Thạnh,2,3m,6002149,"7,8m"," 3,45 tỷ ",Sổ hồng/ Sổ đỏ,1, 54 m,Cần bán,Nhà trong hẻm,Phường 3,"3,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận 11,3,4m,6478194,"11,45m", 7 tỷ ,Sổ hồng/ Sổ đỏ,5, 140 m,Cần bán,Nhà trong hẻm,Phường 3,"3,9m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,16m,8050455,---, 34 tỷ ,Sổ hồng/ Sổ đỏ,21, 72 m,Cần bán,Nhà mặt tiền,Phường Bến Thành,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận Gò Vấp,1,7m,9271024,"11,82m", 6 tỷ ,Sổ hồng/ Sổ đỏ,2, 46 m,Cần bán,Nhà trong hẻm,Phường 12,"4,09m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,7m,9309002,21m," 6,2 tỷ ",---,7, 95 m,Cần bán,Nhà trong hẻm,Phường 9,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,---,12m,9155945,20m," 6,25 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Sơn Nhì,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Nam,Quận 3,4,"4,5m",6442307,"6,8m"," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 88 m,Cần bán,Nhà trong hẻm,Phường 2,"3,05m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Quận Gò Vấp,4,12m,9142170,---, 11 tỷ ,---,5, 230 m,Cần bán,Nhà mặt tiền,Phường 11,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,3,12m,9259835,---," 5,6 tỷ ",---,4, 230 m,Cần bán,Nhà trong hẻm,Phường An Phú Đông,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,3,12m,8710048,---," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 220 m,Cần bán,"Biệt thự, nhà liền kề",Phường Thạnh Xuân,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,7,20m,8019390,---, 35 tỷ ,---,7, 100 m,Cần bán,Nhà mặt tiền,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,1,20m,8053062,---, 135 tỷ ,Sổ hồng/ Sổ đỏ,1, 330 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,12m,8723571,---," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 220 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,15m,8674920,20m," 12,5 tỷ ",---,4, 240 m,Cần bán,Nhà mặt tiền,Phường 11,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,3,15m,8674806,---," 5,6 tỷ ",---,4, 240 m,Cần bán,Nhà mặt tiền,Phường An Phú Đông,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,4,15m,8674780,---," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,5, 220 m,Cần bán,Nhà mặt tiền,Phường Thới An,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,5,15m,8648174,---," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,5, 300 m,Cần bán,Nhà mặt tiền,Phường Thạnh Xuân,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,---,10m,9126129,20m," 6,25 tỷ ",---,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Sơn Nhì,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,5,12m,8665505,---," 5,3 tỷ ",Sổ hồng/ Sổ đỏ,6, 300 m,Cần bán,Nhà mặt tiền,Phường Thạnh Xuân,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận 10,1,3m,6426175,"12,01m"," 5,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 67 m,Cần bán,Nhà trong hẻm,Phường 15,"3,35m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,20m,8342112,---, 47 tỷ ,Sổ hồng/ Sổ đỏ,12, 72 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Thái Bình,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,20m,9311493,15m," 6,5 tỷ ",---,2, 70 m,Cần bán,Nhà mặt tiền,Phường 8,"4,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,1,20m,8052994,---, 34 tỷ ,Sổ hồng/ Sổ đỏ,1, 80 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,3,12m,8674751,---," 4,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 230 m,Cần bán,Nhà mặt tiền,Phường Thạnh Xuân,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,2,16m,8015308,---," 27,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Cư Trinh,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,5m,9089136,8m," 4,85 tỷ ",---,4, 56 m,Cần bán,Nhà trong hẻm,Phường 16,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,6m,9149079,21m," 6,8 tỷ ",---,2, 67 m,Cần bán,Nhà mặt tiền,Phường 11,"3,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,7m,9155109,18m," 9,5 tỷ ",---,4, 72 m,Cần bán,Nhà trong hẻm,Phường 11,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,8m,9059790,17m," 6,9 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà mặt tiền,Phường 9,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận 7,2,"2,5m",5873811,15m," 5,1 tỷ ",Sổ hồng/ Sổ đỏ,3, 152 m,Cần bán,Nhà trong hẻm,Phường Tân Phú,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,10m,8171679,26m," 17,5 tỷ ",---,2, 156 m,Cần bán,Nhà mặt tiền,Phường 8,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,4,12m,8753350,15m," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 220 m,Cần bán,Nhà mặt tiền,Phường Thạnh Lộc,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,20m,8234021,25m, 28 tỷ ,---,3, 150 m,Cần bán,Nhà mặt tiền,Phường 10,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,5m,9311504,15m," 4,8 tỷ ",---,2, 63 m,Cần bán,Nhà trong hẻm,Phường 12,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,---,6m,9095339,13m," 6,5 tỷ ",---,---, 58 m,Cần bán,"Đất thổ cư, đất ở",Phường 14,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,6m,8171629,20m, 15 tỷ ,---,4, 150 m,Cần bán,"Biệt thự, nhà liền kề",Phường 6,"7,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 6,1,2m,6118616,"5,8m"," 1,85 tỷ ",Sổ hồng/ Sổ đỏ,2, 35 m,Cần bán,Nhà trong hẻm,Phường 8,"3,4m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,8m,8233789,20m, 25 tỷ ,---,30, 180 m,Cần bán,"Nhà hàng, khách sạn",Phường 14,9m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,2m,9192740,"7,5m"," 2,8 tỷ ",---,2, 26 m,Cần bán,Nhà trong hẻm,Phường 11,"3,5m"
